road,chainage,lrp,lat,lon,gap,type,name,length,id,model_type
N1,248.397,LRP252,22.3071944,91.8598611,,KmPost,Cox's Bazar 142 km,147.0,589,link
N1,248.797,LRP252a,22.3043056,91.8621667,,Culvert,Box culvert,400.0,590,link
N1,249.106,LRP252b,22.3021667,91.8639444,,Culvert,Box culvert,309.0,591,link
N1,249.399,LRP253,22.2998886,91.8655833,,KmPost,Cox's Bazar 141km,293.0,592,link
N1,249.967,LRP253a,22.2950274,91.8671938,,Culvert,Box culvert,568.0,593,link
N1,250.394,LRP254,22.2919441,91.8693327,,KmPost,Cox's Bazar 140km,427.0,594,link
N1,250.445,LRP254a,22.2916663,91.8696382,,"SideRoad,Right",Road to Arowana (Z1018),51.0,595,link
N1,250.615,LRP254b,22.2916108,91.8711382,,Culvert,Box culvert,170.0,596,link
N1,251.062,LRP254c,22.293583,91.8748604,,Culvert,Box culvert,447.0,597,link
N1,251.324,LRP254d,22.2946386,91.8770827,,Bridge,Bridge start,262.0,598,link
N1,251.391,LRP255,22.2949163,91.877666,,KmPost,Cox's Bazar 139 km,67.0,599,link
N1,251.445,LRP255a,22.2951108,91.8781104,,Bridge,Bridge end,54.0,600,link
N1,251.708,LRP255b,22.2983886,91.885583,,Culvert,Box Culvert,263.0,601,link
N1,252.397,LRP256,22.2985552,91.886333,,KmPost,Cox's Bazar 138 km,689.0,602,link
N1,252.956,LRP256a,22.3,91.8915552,,"SideRoad,Right",Road to Kaliganj (Z1071),559.0,603,link
N1,253.397,LRP257,22.3005833,91.892833,,KmPost,Cox's Bazar 137 km,441.0,604,link
N1,253.57,LRP257a,22.3015833,91.897333,,Culvert,Box culvert,173.0,605,link
N1,254.024,LRP258,22.3027222,91.9015556,,KmPost,"Cox,s Bazar 136 km,Patiya 11 km",454.0,606,link
N1,254.127,LRP258a,22.3029722,91.9025,,Culvert,Box culvert,103.0,607,link
N1,254.999,LRP259,22.3053611,91.9106389,,KmPost,"Cox,s Bazar 135 km,Patiya 10 km",872.0,608,link
N1,255.302,LRP259a,22.3070556,91.9128056,,Culvert,Box culvert,303.0,609,link
N1,255.726,LRP259b,22.3096944,91.91575,,CrossRoad,Road to Kaliganj (Z1070),424.0,610,link
N1,255.999,LRP260,22.3114167,91.9176382,,KmPost,Box culvert,273.0,611,link
N1,256.167,LRP260a,22.3124722,91.9188327,,Culvert,Box culvert,167.9999999999709,612,link
N1,256.688,LRP260b,22.3156389,91.9224993,,Culvert,Box culvert,521.0000000000291,613,link
N1,256.809,LRP260c,22.3158889,91.9235827,,"SideRoad,Left",Road to Kalurghat (N107),121.0000000000291,614,link
N1,256.999,LRP261,22.3155556,91.9253882,,KmPost,Km post missing,190.0,615,link
N1,257.749,LRP261a,22.3137778,91.9322216,,Culvert,Box culvert,750.0,616,link
N1,257.999,LRP262,22.31375,91.9345274,,KmPost,Km post missing,250.0,617,link
N1,258.999,LRP263,22.3136389,91.9438886,,KmPost,Km post missing,1000.0,618,link
N1,259.617,LRP263a,22.3098611,91.9477219,,Culvert,Box culvert,618.0,619,link
N1,260.01,LRP264,22.3067222,91.9491941,,KmPost,Info.Missing,392.9999999999709,620,link
N1,261.01,LRP265,22.3025,91.9553889,,KmPost,Km post missing,1000.0,621,link
N1,261.936,LRP265a,22.3010278,91.9641667,BS,Bridge,Bridge start,925.9999999999709,622,bridge
N1,261.988,LRP265b,22.3009444,91.9646667,BE,Bridge,Bridge end,52.000000000029104,623,link
N1,262.01,LRP266,22.3009167,91.9648889,,KmPost,Km post missing,22.0,624,link
N1,263.01,LRP267,22.2979441,91.973916,,KmPost,Km post missing,1000.0,625,link
N1,263.578,LRP267a,22.2956941,91.9787493,,Culvert,Slab Culvert,568.0,626,link
N1,263.744,LRP267b,22.295333,91.9803049,,"SideRoad,Left",Road to Boalkhali (Z1059),166.0,627,link
N1,264.01,LRP268,22.2934997,91.9816382,,KmPost,Km post missing,266.0,628,link
N1,264.07,LRP268a,22.2933608,91.9821104,,"SideRoad,Left",Road to Haidgaon (Z1057),60.0,629,link
N1,264.216,LRP268b,22.292083,91.9822493,,Culvert,Box culvert,146.0,630,link
N1,264.237,LRP268c,22.291833,91.9823327,,"SideRoad,Right",Road to Anowara (R170),21.0,631,link
N1,265.01,LRP269,22.2878052,91.9883886,,KmPost,Km post missing,773.0,632,link
N1,265.313,LRP269a,22.286583,91.9911108,BS,Bridge,Bridge start,303.0,633,bridge
N1,265.385,LRP269b,22.2863052,91.991583,BE,Bridge,Bridge end,72.0,634,link
N1,265.41,LRP269c,22.2862497,91.9916941,,"SideRoad,Right",Road to Chandnaisa(Z1039),25.0,635,link
N1,266.01,LRP270,22.2836386,91.9967497,,KmPost,Km post missing,600.0,636,link
N1,266.28,LRP270a,22.2820549,91.9986663,,Culvert,Box Culvert,270.0,637,link
N1,267.205,LRP271,22.2761938,92.0043889,,KmPost,Info.Missing,925.0,638,link
N1,267.419,LRP271a,22.2745827,92.0053056,,Culvert,Box culvert,214.0,639,link
N1,267.689,LRP271b,22.2722493,92.0055278,,Culvert,Box culvert,270.0,640,link
N1,268.205,LRP272,22.2676104,92.0058056,,KmPost,Km post missing,516.0,641,link
N1,268.831,LRP272a,22.2622222,92.0070556,BS,Bridge,Bridge start,626.0,642,bridge
N1,268.845,LRP272b,22.26210145564516,92.00708382580645,BE,Bridge,Bridge end,14.0,643,link
N1,269.079,LRP272c,22.2600833,92.0075556,,Culvert,Box Culvert,234.0,644,link
N1,269.205,LRP273,22.259,92.0081389,,KmPost,Km post missing,126.0,645,link
N1,269.608,LRP273a,22.2557222,92.0096111,,Culvert,Box culvert,403.0,646,link
N1,269.876,LRP273b,22.2538611,92.01125,,Culvert,Box culvert,268.0,647,link
N1,270.205,LRP274,22.2517222,92.0133333,,KmPost,Km post missing,329.0,648,link
N1,270.548,LRP274a,22.249333,92.0152778,,Culvert,Box culvert,343.0,649,link
N1,271.205,LRP275,22.2449997,92.019166,,KmPost,Km post missing,657.0,650,link
N1,271.807,LRP275a,22.2410552,92.0215271,,Culvert,Box culvert,602.0,651,link
N1,272.286,LRP275b,22.2371941,92.0230549,,Culvert,Box culvert,479.0,652,link
N1,272.425,LRP276,22.236083,92.0234716,,KmPost,Info.Missing,139.0,653,link
N1,272.81,LRP276a,22.2327771,92.0245549,,Culvert,Box culvert,385.0,654,link
N1,272.989,LRP276b,22.2316938,92.0248882,BS,Bridge,Bridge start,179.0,655,bridge
N1,273.003,LRP276c,22.2315827,92.0249438,BE,Bridge,Bridge end,14.0,656,link
N1,273.219,LRP277,22.227916,92.0258882,,KmPost,Info.Missing,216.0,657,link
N1,273.231,LRP277a,22.2278882,92.025916,BS,Bridge,Bridge start,12.0,658,bridge
N1,273.243,LRP277b,22.2277771,92.0259438,BE,Bridge,Bridge end,12.0,659,link
N1,273.68,LRP277c,22.2240271,92.0270827,,Culvert,Box culvert,437.0,660,link
N1,274.219,LRP278,22.2192493,92.0278882,,KmPost,Km post missing,539.0,661,link
N1,274.467,LRP278a,22.2170549,92.0281382,,Culvert,Box culvert,248.0,662,link
N1,274.982,LRP278b,22.2131389,92.0304993,,"SideRoad,Left",Road To Dhupchheri (Z1026),515.0,663,link
N1,275.219,LRP279,22.2116111,92.0318049,,KmPost,Km post missing,237.0,664,link
N1,275.761,LRP279a,22.2084444,92.0356663,BS,Bridge,Bridge start,542.0,665,bridge
N1,275.816,LRP279b,22.2080278,92.0357774,BE,Bridge,Bridge end,55.0,666,link
N1,276.102,LRP279c,22.2059444,92.0370274,BS,Bridge,Bridge start,286.0,667,bridge
N1,276.114,LRP279d,22.2058889,92.0371386,BE,Bridge,Bridge end,12.0,668,link
N1,276.219,LRP280,22.2054167,92.0380274,,KmPost,Km post missing,105.0,669,link
N1,277.313,LRP281,22.1977774,92.0433886,,KmPost,Info.Missing,1094.0,670,link
N1,278.013,LRP281a,22.1917219,92.0453608,,"SideRoad,Right",Road to Barma (Z1036),700.0,671,link
N1,278.326,LRP282,22.1897497,92.046583,,KmPost,Info.Missing,313.0,672,link
N1,279.339,LRP283,22.1822771,92.0513889,,KmPost,Info.Missing,1013.0,673,link
N1,280.16,LRP283a,22.1750827,92.0528611,,Culvert,Box culvert,821.0,674,link
N1,280.339,LRP284,22.1735827,92.0534167,,KmPost,Km post missing,179.0,675,link
N1,281.339,LRP285,22.1652222,92.0548889,,KmPost,Km post missing,1000.0,676,link
N1,282.339,LRP286,22.1629722,92.0641944,,KmPost,Km post missing,1000.0,677,link
N1,282.854,LRP286a,22.1596667,92.0674716,BS,Bridge,Bridge start,515.0,678,bridge
N1,283.071,LRP286b,22.1580556,92.0686104,BE,Bridge,Bridge end,217.0,679,link
N1,283.339,LRP287,22.156,92.0701104,,KmPost,Km post missing,268.0,680,link
N1,284.003,LRP287a,22.1509722,92.0696938,BS,Bridge,Bridge start,664.0,681,bridge
N1,284.012,LRP287b,22.1508889,92.069666,BE,Bridge,Bridge end,9.0,682,link
N1,284.218,LRP288,22.1491386,92.0696104,,KmPost,"Cox,s Bazar 111 km,Kasherhat 5 km",206.0,683,link
N1,285.169,LRP289,22.1406663,92.0697771,,KmPost,Keranirhat 4 km,951.0,684,link
N1,285.472,LRP289a,22.1379163,92.0698882,,Culvert,Box Culvert,303.0,685,link
N1,285.973,LRP289b,22.1334441,92.0700827,,Culvert,Box Culvert,501.0,686,link
N1,286.134,LRP290,22.1320549,92.0701938,,KmPost,"Cox,s Bazar 109 km",161.0,687,link
N1,286.253,LRP290a,22.1308049,92.070416,BS,Bridge,Bridge start,119.0,688,bridge
N1,286.314,LRP290b,22.1304716,92.0704993,BE,Bridge,Bridge end,61.0,689,link
N1,286.538,LRP290c,22.1285271,92.0708604,BS,Bridge,Bridge start,224.0,690,bridge
N1,286.569,LRP290d,22.1282771,92.070916,BE,Bridge,Bridge end,31.0,691,link
N1,287.054,LRP291,22.1240271,92.0715827,,KmPost,Info.Missing,485.0,692,link
N1,287.064,LRP291a,22.123666,92.0716382,,Culvert,Box culvert,10.0,693,link
N1,287.453,LRP291b,22.1208049,92.0719438,,Culvert,Box culvert,389.0,694,link
N1,288.054,LRP292,22.1151944,92.072416,,KmPost,Km post missing,601.0,695,link
N1,288.336,LRP292a,22.1133056,92.0726938,,Culvert,Box culvert,282.0,696,link
N1,289.054,LRP293,22.1062222,92.0738049,,KmPost,Km post missing,718.0,697,link
N1,289.612,LRP293a,22.1021667,92.0740549,,"SideRoad,Left",Road to Bandarban(N108),558.0,698,link
N1,289.724,LRP293b,22.0993052,92.0743604,,Culvert,Box culvert,112.0,699,link
N1,289.974,LRP293c,22.0977497,92.0750271,,"SideRoad,Right",Road to Satkaria (Z1019),250.0,700,link
N1,290.004,LRP294,22.097583,92.0752216,,KmPost,Km post missing,30.0,701,link
N1,290.616,LRP294a,22.0942219,92.0798604,,Culvert,Box culvert,612.0,702,link
N1,290.838,LRP295,22.092833,92.0812493,,KmPost,"Cox,s Bazar 104 km",222.0,703,link
N1,291.794,LRP296,22.0876941,92.088583,,KmPost,"Cox,s Bazar 103 km,Pasea 5 km",956.0,704,link
N1,292.34,LRP296a,22.0844441,92.0924997,,Culvert,Box culvert,546.0,705,link
N1,292.758,LRP297,22.0826104,92.0958886,,KmPost,"Cox,s Bazar 102 km,Pasha 3 km",418.0,706,link
N1,293.058,LRP297a,22.081166,92.0982774,,Culvert,Box culvert,300.0,707,link
N1,293.758,LRP298,22.0752216,92.1001944,,KmPost,Km post missing,700.0,708,link
N1,294.462,LRP298a,22.0699438,92.1038333,BS,Bridge,Bridge start,704.0,709,bridge
N1,294.495,LRP298b,22.0698049,92.104,BE,Bridge,Bridge end,33.0,710,link
N1,294.672,LRP299,22.0686938,92.10525,,KmPost,"Cox,s Bazar 100 km,Pasra 2 km",177.0,711,link
N1,295.238,LRP299a,22.0641667,92.107,BS,Bridge,Bridge start,566.0,712,bridge
N1,295.283,LRP299b,22.0638611,92.1070833,BE,Bridge,Bridge end,45.0,713,link
N1,295.663,LRP299c,22.0605556,92.1078056,,Culvert,Box culvert,380.0,714,link
N1,295.672,LRP300,22.0604722,92.1078611,,KmPost,Km post missing,9.0,715,link
N1,296.095,LRP300a,22.0568611,92.1090833,,Culvert,Box culvert,423.0,716,link
N1,296.61,LRP300b,22.0522778,92.1091111,,Culvert,Box culvert,515.0,717,link
N1,296.672,LRP301,22.0516944,92.1090278,,KmPost,Km post missing,62.0,718,link
N1,297.002,LRP301a,22.0486386,92.1082222,,Culvert,Box culvert,330.0,719,link
N1,297.441,LRP301b,22.0449719,92.1078333,,"SideRoad,Left",Road to Tonkabati (Z1013),439.0,720,link
N1,297.536,LRP301c,22.0443052,92.1073056,,Culvert,Box culvert,95.0,721,link
N1,297.672,LRP302,22.0434441,92.1063056,,KmPost,Km post missing,136.0,722,link
N1,298.367,LRP302a,22.0379163,92.104,,Culvert,Box culvert,695.0,723,link
N1,298.464,LRP303,22.037083,92.1039722,,KmPost,"Cox.s Bazar 96 km,Lohaona 3 km",97.0,724,link
N1,299.031,LRP303a,22.0320827,92.1041667,,Culvert,Box culvert,567.0,725,link
N1,299.409,LRP303b,22.028916,92.1035556,,Bridge,Bridge start,378.0,726,link
N1,299.464,LRP304,22.0284438,92.1032778,,KmPost,Km post missing,55.0,727,link
N1,299.483,LRP304a,22.0283327,92.1031944,,Bridge,Bridge end,19.0,728,link
N1,300.382,LRP305,22.020666,92.1015556,,KmPost,"Cox,s Bazar 94 km,Lohaona 1 km",899.0,729,link
N1,300.396,LRP305a,22.0205549,92.1015,,Culvert,Box culvert,14.0,730,link
N1,301.319,LRP306,22.0153056,92.094833,,KmPost,"Cox,s Bazar 93 km,Lohagora 6 km",923.0,731,link
N1,302.249,LRP306a,22.0077222,92.0927497,,Culvert,Box culvert,930.0,732,link
N1,302.298,LRP307,22.0074167,92.0924997,,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",49.0,733,link
N1,302.763,LRP307a,22.0039167,92.0904163,,Culvert,Box culvert,465.0,734,link
N1,303.303,LRP307b,21.9999441,92.0880274,,Culvert,Box culvert,540.0,735,link
N1,303.319,LRP308,21.999833,92.0879997,,KmPost,"Cox,s Bazar 87 km",16.0,736,link
N1,303.866,LRP308a,21.9951108,92.0873608,,Culvert,Box culvert,547.0,737,link
N1,303.883,LRP308b,21.9950552,92.0872774,,Culvert,Box culvert,17.0,738,link
N1,304.317,LRP308c,21.9913886,92.086083,BS,Bridge,Bridge start,434.0,739,bridge
N1,304.377,LRP308d,21.9908886,92.0859163,BE,Bridge,Bridge end,60.0,740,link
N1,304.396,LRP309,21.9907219,92.0858608,,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",19.0,741,link
N1,304.556,LRP309a,21.9893886,92.085333,,Culvert,Box culvert,160.0,742,link
N1,304.962,LRP309b,21.9862219,92.0835274,BS,Bridge,Bridge start,406.0,743,bridge
N1,304.986,LRP309c,21.9860552,92.0834441,BE,Bridge,Bridge end,24.0,744,link
N1,305.375,LRP310,21.9829716,92.0817771,,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",389.0,745,link
N1,305.64,LRP310a,21.9811104,92.0800271,BS,Bridge,Bridge start,265.0,746,bridge
N1,305.665,LRP310b,21.9810549,92.0799438,BE,Bridge,Bridge end,25.0,747,link
N1,305.919,LRP310c,21.9798882,92.0778327,,Culvert,Box culvert,254.0,748,link
N1,306.261,LRP310d,21.9789716,92.0747493,,Culvert,Box culvert,342.0,749,link
N1,306.394,LRP311,21.9781104,92.0739993,,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",133.0,750,link
N1,307.411,LRP312,21.9729438,92.0670827,,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",1017.0,751,link
N1,307.582,LRP312a,21.9720827,92.0657222,,"SideRoad,Right",Road to Banskhali (R171),171.0,752,link
N1,308.146,LRP312b,21.967666,92.0635,,Culvert,Box culvert,564.0,753,link
N1,308.411,LRP313,21.9654167,92.0625556,,KmPost,Km post missing,265.0,754,link
N1,308.666,LRP313a,21.9620278,92.0633611,BS,Bridge,Bridge start,255.0,755,bridge
N1,308.687,LRP313b,21.9618611,92.0634444,BE,Bridge,Bridge end,21.0,756,link
N1,309.059,LRP313c,21.9590833,92.0653889,,Culvert,Box culvert,372.0,757,link
N1,309.411,LRP314,21.9578333,92.0665833,,KmPost,Km post missing,352.0,758,link
N1,309.496,LRP314a,21.9569167,92.0673327,,Culvert,Box culvert,85.0,759,link
N1,310.017,LRP314b,21.9516111,92.0678604,BS,Bridge,Bridge start,521.0,760,bridge
N1,310.038,LRP314c,21.9514444,92.0678604,BE,Bridge,Bridge end,21.0,761,link
N1,310.341,LRP315,21.9489441,92.0675271,,KmPost,Info.Missing,303.0,762,link
N1,310.802,LRP315a,21.9446663,92.0668049,,Culvert,Box culvert,461.0,763,link
N1,311.341,LRP316,21.940583,92.0643889,,KmPost,Km post missing,539.0,764,link
N1,311.956,LRP316a,21.9354441,92.0623056,,Culvert,Box culvert,615.0,765,link
N1,312.209,LRP316b,21.9333608,92.0614167,,Culvert,Box culvert,253.0,766,link
N1,312.366,LRP317,21.9322216,92.06075,,KmPost,"Cox,s Bazar 78 km",157.0,767,link
N1,312.444,LRP317a,21.931666,92.0603611,,Culvert,Box culvert,78.0,768,link
N1,312.708,LRP317b,21.9296104,92.0592778,,Culvert,Box culvert,264.0,769,link
N1,313.381,LRP318,21.9235827,92.0585,,KmPost / KmPost,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",673.0,770,link
N1,313.966,LRP318a,21.9177216,92.0597778,,Culvert,Box culvert,585.0,771,link
N1,314.269,LRP318b,21.9160833,92.0601389,,Culvert,Box culvert,303.0,772,link
N1,314.416,LRP319,21.9148333,92.0604722,,KmPost,"Cox,s Bazar 76 km",147.0,773,link
N1,314.639,LRP319a,21.9128611,92.0606667,,Culvert,Box culvert,223.0,774,link
N1,315.15,LRP319b,21.9083889,92.0605278,,Culvert,Box culvert,511.0,775,link
N1,315.42,LRP320,21.9059444,92.0609167,,KmPost,"Cox,s Bazar 75 km",270.0,776,link
N1,315.728,LRP320a,21.9031667,92.0611667,,"SideRoad,Left",Road to Lama(Z1007),308.0,777,link
N1,316.293,LRP321,21.8969997,92.0612222,,KmPost,"Cox,s Bazar 74 km",565.0,778,link
N1,316.356,LRP321a,21.89646793301105,92.06108684571824,,"SideRoad,Right",Road to Toitong (Z1124),63.0,779,link
N1,317.017,LRP321b,21.8908886,92.0596667,,Culvert,Box culvert,661.0,780,link
N1,317.299,LRP322,21.8883886,92.0600833,,KmPost,"Cox,s Bazar 73 km",282.0,781,link
N1,318.132,LRP322a,21.8810271,92.0589722,,Culvert,Box culvert,833.0,782,link
N1,318.311,LRP323,21.879416,92.0590833,,KmPost,Cox's Bazar 72 km,179.0,783,link
N1,318.819,LRP323a,21.874916,92.0591111,,Culvert,Box culvert,508.0,784,link
N1,319.32,LRP324,21.8704993,92.0591389,,KmPost,Info.Missing,501.0,785,link
N1,320.227,LRP324a,21.8625,92.0595,,Culvert,Box culvert,907.0,786,link
N1,320.32,LRP325,21.8616389,92.0596111,,KmPost,Km post missing,93.0,787,link
N1,320.542,LRP325a,21.8597222,92.0602778,BS,Bridge,Bridge start,222.0,788,bridge
N1,320.601,LRP325b,21.8592222,92.0604444,BE,Bridge,Bridge end,59.0,789,link
N1,321.325,LRP326,21.85275,92.0609722,,KmPost,"Cox,s Bazar 69 km",724.0,790,link
N1,321.346,LRP326a,21.8526111,92.0609722,,Culvert,Box culvert,21.0,791,link
N1,321.575,LRP326b,21.8505,92.0609444,,Culvert,Box culvert,229.0,792,link
N1,322.34,LRP327,21.8441386,92.0628056,,KmPost,"Cox,s Bazar 68 km",765.0,793,link
N1,322.553,LRP327a,21.842583,92.0638611,,Culvert,Box culvert,213.0,794,link
N1,322.875,LRP327b,21.8399719,92.0651389,,Culvert,Box culvert,322.0,795,link
N1,323.357,LRP328,21.8363052,92.067416,,KmPost,"Cox,s Bazar 67 km",482.0,796,link
N1,323.671,LRP328a,21.8336663,92.0684438,,Culvert,Box culvert,314.0,797,link
N1,323.842,LRP328b,21.8322216,92.0689993,,"SideRoad,Right",Road to Paharchaanda(Z1125),171.0,798,link
N1,324.324,LRP329,21.8280827,92.0712771,,KmPost,Cox's Bazar 66 km,482.0,799,link
N1,324.618,LRP329a,21.8256938,92.0723882,BS,Bridge,Bridge start,294.0,800,bridge
N1,324.666,LRP329b,21.8252771,92.0725549,BE,Bridge,Bridge end,48.0,801,link
N1,325.183,LRP329c,21.8208882,92.0741104,,Culvert,Box culvert,517.0,802,link
N1,325.332,LRP330,21.8195271,92.0741382,,KmPost,Cox's Bazar 65km,149.0,803,link
N1,325.513,LRP330a,21.8179716,92.073916,,Culvert,Box culvert,181.0,804,link
N1,326.344,LRP331,21.8119444,92.0776382,,KmPost,Cox.s Bazar 64 km,831.0,805,link
N1,327.188,LRP331a,21.8045278,92.077166,,"SideRoad,Right",Road to Paharchanda(Z1002),844.0,806,link
N1,327.344,LRP331b,21.8031389,92.0772493,BS,Bridge,Bridge start,156.0,807,bridge
N1,327.359,LRP331c,21.8030278,92.0772771,BE,Bridge,Bridge end,15.0,808,link
N1,327.369,LRP332,21.8029167,92.0772771,,KmPost,"Cox,s Bazar 63 km",10.0,809,link
N1,328.362,LRP333,21.7941941,92.0783882,,KmPost,"Cox,s Bazar 62 km",993.0,810,link
N1,329.137,LRP333a,21.7873886,92.0788882,,Culvert,Box culvert,775.0,811,link
N1,329.237,LRP333b,21.7864997,92.0790271,,Culvert,Box culvert,100.0,812,link
N1,329.375,LRP334,21.7853052,92.079166,,KmPost,"Cox,s Bazar 61 km",138.0,813,link
N1,329.555,LRP334a,21.7836941,92.0792771,,Culvert,Box culvert,180.0,814,link
N1,330.374,LRP335,21.7782493,92.0840552,,KmPost,"Cox,s Bazar 60 km",819.0,815,link
N1,330.454,LRP335a,21.7776382,92.0843886,,Culvert,Box culvert,80.0,816,link
N1,330.679,LRP335b,21.7758049,92.0851108,,Culvert,Box culvert,225.0,817,link
N1,330.874,LRP335c,21.7737216,92.0840552,,CrossRoad,Intersection with Z1126,195.0,818,link
N1,331.009,LRP335d,21.7732771,92.0837219,,Culvert,Box culvert,135.0,819,link
N1,331.302,LRP336,21.7713049,92.0818327,,KmPost,"Cox,s Bazar 59 km",293.0,820,link
N1,331.326,LRP336a,21.7711938,92.0816382,BS,Bridge,Bridge start,24.0,821,bridge
N1,331.637,LRP336b,21.7693327,92.079416,BE,Bridge,Bridge end,311.0,822,link
N1,332.066,LRP336c,21.7664722,92.0767771,,"SideRoad,Right",Road to Tuabazar (Z1127),429.0,823,link
N1,332.302,LRP337,21.7646389,92.075916,,KmPost,Km post missing,236.0,824,link
N1,332.877,LRP337a,21.7596389,92.0764993,,"SideRoad,Right",Road to Badarkhali (R172),575.0,825,link
N1,333.43,LRP338,21.7546944,92.0770271,,KmPost,"Cox,s Bazar 57 km",553.0,826,link
N1,334.432,LRP339,21.7466386,92.080916,,KmPost,"Cox,s Bazar 56 km",1002.0,827,link
N1,335.297,LRP339a,21.7392497,92.0828604,,Culvert,Box culvert,865.0,828,link
N1,335.438,LRP340,21.738083,92.0834163,,KmPost,Cox's Bazar 55 km,141.0,829,link
N1,335.489,LRP340a,21.7376386,92.0834719,,Culvert,Box culvert,51.0,830,link
N1,336.169,LRP340b,21.7315827,92.0838052,,Culvert,Box culvert,680.0,831,link
N1,336.35,LRP340c,21.7299993,92.083833,BS,Bridge,Bridge start,181.0,832,bridge
N1,336.389,LRP340d,21.7296382,92.083833,BE,Bridge,Bridge end,39.0,833,link
N1,336.458,LRP341,21.7290271,92.0838608,,KmPost,"Cox,s Bazar 54 km",69.0,834,link
N1,337.147,LRP341a,21.7229438,92.0834719,,Culvert,Box culvert,689.0,835,link
N1,337.31,LRP341b,21.7215549,92.0830827,,"SideRoad,Left",Road to Alikadam(Z1005),163.0,836,link
N1,337.458,LRP342,21.7204716,92.0822493,,KmPost,Cox's Bazar 53km,148.0,837,link
N1,337.878,LRP342a,21.7169438,92.0824993,,Culvert,Pipe Culvert,420.0,838,link
N1,338.491,LRP343,21.7120833,92.0821104,,KmPost,"Cox,s Bazar 52 km",613.0,839,link
N1,339.018,LRP343a,21.7080278,92.0800549,,Culvert,Box culvert,527.0,840,link
N1,339.507,LRP344,21.7040556,92.0788604,,KmPost,"Cox,s Bazar 51 km",489.0,841,link
N1,339.817,LRP344a,21.7013611,92.0783882,,Culvert,Box culvert,310.0,842,link
N1,340.515,LRP345,21.6957497,92.0805827,,KmPost,Cox's Bazar 50km,698.0,843,link
N1,341.527,LRP346,21.6868608,92.0800827,,KmPost,Cox's Bazar 49km,1012.0,844,link
N1,342.527,LRP347,21.678416,92.0770827,,KmPost,Cox's Bazar 48 km,1000.0,845,link
N1,342.944,LRP347a,21.6747493,92.0766104,BS,Bridge,Bridge start,417.0,846,bridge
N1,343.006,LRP347b,21.6742216,92.0765549,BE,Bridge,Bridge end,62.0,847,link
N1,343.429,LRP347c,21.6704438,92.0762771,,Culvert,Box culvert,423.0,848,link
N1,343.463,LRP348,21.6695549,92.0760549,,KmPost,"Cox,s Bazar 47 km",34.0,849,link
N1,343.559,LRP348a,21.6688327,92.0759438,,"SideRoad,Left",Road to Garzania (Z1130),96.0,850,link
N1,344.325,LRP348b,21.6618889,92.074916,,Culvert,Box culvert,766.0,851,link
N1,344.468,LRP349,21.6606111,92.0750827,,KmPost,"Cox,s Bazar 46 km",143.0,852,link
N1,344.644,LRP349a,21.6590556,92.0751382,BS,Bridge,Bridge start,176.0,853,bridge
N1,344.7,LRP349b,21.653,92.0751382,BE,Bridge,Bridge end,56.0,854,link
N1,345.484,LRP350,21.6518056,92.0737771,,KmPost,"Cox,s Bazar 45 km",784.0,855,link
N1,345.721,LRP350a,21.6497219,92.0733049,BS,Bridge,Bridge start,237.0,856,bridge
N1,345.783,LRP350b,21.6491941,92.0733049,BE,Bridge,Bridge end,62.0,857,link
N1,345.801,LRP350c,21.649083,92.0733049,,Bridge,Box culvert,18.0,858,link
N1,346.052,LRP350d,21.6468052,92.0733604,,Culvert,Box culvert,251.0,859,link
N1,346.499,LRP351,21.6428608,92.0732216,,KmPost,"Cox,s Bazar 44 km",447.0,860,link
N1,347.517,LRP352,21.634833,92.0770271,,KmPost,"Cox,s Bazar 43 km",1018.0,861,link
N1,348.545,LRP353,21.6259716,92.0773882,,KmPost,"Cox,s Bazar 42 km",1028.0,862,link
N1,349.279,LRP353a,21.6213604,92.0724438,,Culvert,Box culvert,734.0,863,link
N1,349.545,LRP354,21.6197771,92.0705271,,KmPost,Cox's Bazar 41km,266.0,864,link
N1,349.944,LRP354a,21.617166,92.0679993,BS,Bridge,Bridge start,399.0,865,bridge
N1,349.995,LRP354b,21.6167771,92.0678049,BE,Bridge,Bridge end,51.0,866,link
N1,350.054,LRP354c,21.6150556,92.0667771,,"SideRoad,Right","Z1131, Kutakhali-Maheshkhali",59.0,867,link
N1,350.169,LRP355,21.61225,92.0652222,,KmPost,"Cox,s Bazar 40 km",115.0,868,link
N1,350.309,LRP355a,21.610086825,92.06399479375,,Culvert,Box culvert,140.0,869,link
N1,350.489,LRP355b,21.6073056,92.0624167,,Culvert,Box culvert,180.0,870,link
N1,351.286,LRP356,21.6039167,92.0619444,,KmPost,"Cox,s Bazar 39 km",797.0,871,link
N1,351.343,LRP356a,21.603029505025123,92.061920540201,,Culvert,Box culvert,57.0,872,link
N1,351.684,LRP356b,21.5977219,92.0617778,,Culvert,Box culvert,341.0,873,link
N1,352.286,LRP357,21.5951108,92.0611944,,KmPost,Cox's Bazar 38km,602.0,874,link
N1,352.368,LRP357a,21.59379884019608,92.06161870980392,,Culvert,Box culvert,82.0,875,link
